,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Matagami,CA,49.7502,-77.6328,32.11,74,90,8.05,overcast clouds
348,Vallenar,CL,-28.5708,-70.7581,68.27,49,0,6.08,clear sky
349,Vavuniya,LK,8.7514,80.4971,77.14,85,85,3.36,overcast clouds
350,Vanimo,PG,-2.6741,141.3028,78.94,83,96,3.58,overcast clouds
351,Mehamn,NO,71.0357,27.8492,22.91,82,17,13.47,light snow
352,Sombrerete,MX,23.6333,-103.65,56.89,51,99,4.74,overcast clouds
353,Yulara,AU,-25.2406,130.9889,82.24,23,93,13.8,overcast clouds
354,Honiara,SB,-9.4333,159.95,77.72,88,97,4.43,overcast clouds
355,Lorengau,PG,-2.0226,147.2712,81.3,78,25,5.55,scattered clouds
356,Haines Junction,CA,60.7522,-137.5108,25.14,89,100,0.54,overcast clouds
357,Miraflores,MX,19.2167,-98.8083,59.04,81,94,2.98,overcast clouds
358,Tiksi,RU,71.6872,128.8694,0.3,98,100,4.07,overcast clouds
359,Norman Wells,CA,65.282,-126.8329,18.82,99,90,1.21,overcast clouds
360,Lazaro Cardenas,MX,17.9583,-102.2,76.1,85,100,4.45,overcast clouds
361,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.48,80,36,11.63,scattered clouds
362,Taketa,JP,32.9652,131.3785,52.18,95,10,4.16,clear sky
363,Banda Aceh,ID,5.5577,95.3222,79.68,83,96,8.34,overcast clouds
364,Gillette,US,44.2911,-105.5022,47.32,66,1,15.01,clear sky
365,Khadki,IN,18.5667,73.8667,74.44,68,21,7.76,few clouds
366,Anaconda,US,46.1285,-112.9423,45.59,90,99,4.0,light rain
367,Muros,ES,42.7762,-9.0603,66.7,83,19,5.82,few clouds
368,Neepawa,CA,50.2289,-99.4664,30.09,88,7,5.7,clear sky
369,Ustye,RU,59.6304,39.736,31.39,97,100,13.13,snow
370,Cherskiy,RU,68.75,161.3,-17.37,99,95,2.06,overcast clouds
371,Skibbereen,IE,51.55,-9.2667,57.0,72,100,13.76,overcast clouds
372,Daru,PG,-9.0763,143.2092,79.93,87,100,12.71,overcast clouds
373,Ichinohe,JP,40.2069,141.3017,48.38,92,100,4.05,overcast clouds
374,Hukuntsi,BW,-24.0,21.75,95.52,5,3,25.84,clear sky
375,Matcha,RU,54.6335,42.3501,31.96,68,54,6.13,broken clouds
376,Laguna,US,38.421,-121.4238,57.02,96,90,4.0,mist
377,Alice Springs,AU,-23.7,133.8833,76.55,23,31,6.91,scattered clouds
378,Tilichiki,RU,60.4667,166.1,13.01,98,100,3.36,overcast clouds
379,Talcahuano,CL,-36.7167,-73.1167,62.28,63,0,11.5,clear sky
380,Tatawin,TN,32.9297,10.4518,77.2,35,9,15.28,clear sky
381,Laiyang,CN,36.9758,120.7136,54.03,68,100,4.5,overcast clouds
382,Olinda,BR,-8.0089,-34.8553,85.73,62,20,8.05,few clouds
383,Kangaatsiaq,GL,68.3065,-53.4641,17.42,77,7,10.47,clear sky
384,Poso,ID,-1.3959,120.7524,77.52,90,93,3.89,overcast clouds
385,Kokoda,PG,-8.8785,147.7407,74.77,96,100,0.27,overcast clouds
386,Mareeba,AU,-17.0,145.4333,67.48,94,88,2.8,overcast clouds
387,Kuytun,RU,54.3419,101.5036,37.9,71,93,5.88,overcast clouds
388,Road Town,VG,18.4167,-64.6167,86.04,70,40,9.22,scattered clouds
389,Sur,OM,22.5667,59.5289,83.91,61,0,3.24,clear sky
390,Pontes E Lacerda,BR,-15.2261,-59.3353,82.17,46,100,5.95,overcast clouds
391,Denpasar,ID,-8.65,115.2167,82.06,74,40,2.3,scattered clouds
392,Magdalena,PH,14.1999,121.429,80.78,90,92,6.17,overcast clouds
393,Prainha,BR,-1.8,-53.48,89.8,54,39,4.43,scattered clouds
394,Dunedin,NZ,-45.8742,170.5036,55.8,94,81,4.0,broken clouds
395,Eldorado,BR,-23.7869,-54.2836,72.23,65,1,6.87,clear sky
396,Tungor,RU,53.3808,142.9564,32.92,91,3,7.78,clear sky
397,Ginda,IN,30.6945,78.4932,51.71,71,0,5.44,clear sky
398,Mayo,US,38.8876,-76.5119,71.42,83,1,3.0,clear sky
399,Gat,IL,31.61,34.7642,78.4,10,1,12.59,clear sky
400,Tono,JP,39.3167,141.5333,50.43,91,100,2.39,overcast clouds
401,Beihai,CN,21.4833,109.1,71.51,66,11,8.34,light rain
402,Agadez,NE,19.75,10.25,96.64,9,0,5.77,clear sky
403,Nemuro,JP,43.3236,145.575,51.46,79,42,5.82,scattered clouds
404,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,74,76,6.55,broken clouds
405,Yenotayevka,RU,47.2456,47.0281,46.29,43,75,16.22,broken clouds
406,Kudat,MY,6.8837,116.8477,79.09,86,76,4.09,broken clouds
407,Ouadda,CF,8.0777,22.4007,85.84,53,96,1.12,overcast clouds
408,Sydney,AU,-33.8679,151.2073,59.11,73,75,3.0,broken clouds
409,Barcelos,PT,41.5388,-8.6151,69.69,56,98,7.78,overcast clouds
410,Atambua,ID,-9.1061,124.8925,77.38,80,61,0.36,broken clouds
411,Champerico,GT,14.3,-91.9167,84.76,83,8,3.76,clear sky
412,Kikwit,CD,-5.041,18.8162,74.26,90,100,0.56,light rain
413,Shelburne,CA,44.0787,-80.2041,44.49,99,100,13.73,light rain
414,Novorudnyy,RU,51.5026,58.1873,40.53,71,100,6.06,overcast clouds
415,Nyurba,RU,63.2842,118.3319,33.22,99,100,4.83,light snow
416,Urumqi,CN,43.801,87.6005,43.75,46,0,2.24,clear sky
417,Villarrica,PY,-25.75,-56.4333,75.06,49,0,4.56,clear sky
418,Venado Tuerto,AR,-33.7456,-61.9688,84.78,22,0,7.61,clear sky
419,Kysyl-Syr,RU,63.8986,122.7617,28.63,99,100,2.55,light snow
420,Cabo San Lucas,MX,22.8909,-109.9124,77.5,82,5,10.0,clear sky
421,San Quintin,MX,30.4833,-115.95,59.43,82,96,7.99,overcast clouds
422,Florianopolis,BR,-27.6146,-48.5012,74.25,52,20,4.0,few clouds
423,Sungaipenuh,ID,-2.0833,101.3833,66.24,96,100,1.07,overcast clouds
424,Iwanai,JP,42.9744,140.5089,45.75,92,17,6.15,few clouds
425,Koulikoro,ML,14.0,-7.75,92.41,33,90,5.01,overcast clouds
426,Inhambane,MZ,-23.865,35.3833,77.92,66,49,10.18,scattered clouds
427,Pisco,PE,-13.7,-76.2167,66.25,72,29,4.61,haze
428,Okhotsk,RU,59.3833,143.3,20.7,80,91,6.15,overcast clouds
429,Kushikino,JP,31.7167,130.2667,58.08,73,0,10.58,clear sky
430,Kapit,MY,2.0167,112.9333,74.84,99,100,0.89,overcast clouds
431,Danielskuil,ZA,-28.1887,23.5395,73.15,33,98,8.75,light rain
432,Mpika,ZM,-11.8343,31.4529,87.73,16,100,10.6,overcast clouds
433,Ambilobe,MG,-13.2,49.05,88.23,40,23,11.9,few clouds
434,Caluquembe,AO,-13.7833,14.6833,90.03,14,53,2.66,broken clouds
435,Pokrovsk,UA,48.282,37.1758,42.08,34,3,6.78,clear sky
436,Gazanjyk,TM,39.2446,55.5154,65.37,47,0,6.82,clear sky
437,Verkhnetulomskiy,RU,68.6073,31.7962,17.73,89,100,3.24,overcast clouds
438,Baijiantan,CN,45.6333,85.1833,45.28,30,0,3.76,clear sky
439,Darhan,MN,49.4867,105.9228,37.38,68,6,5.03,clear sky
440,Tombouctou,ML,20.0,-3.0,100.17,13,49,6.85,scattered clouds
441,Tromso,NO,69.6496,18.957,33.82,80,75,10.36,broken clouds
442,Prince Rupert,CA,54.3161,-130.3201,42.91,79,95,6.64,overcast clouds
443,Deputatskiy,RU,69.3,139.9,-2.65,99,100,0.89,overcast clouds
444,Kon Tum,VN,14.35,108.0,66.87,92,100,3.38,overcast clouds
445,Tura,IN,25.5198,90.2201,68.04,94,0,2.19,clear sky
446,Palasa,IN,18.7667,84.4167,75.25,78,5,4.14,clear sky
447,Huarmey,PE,-10.0681,-78.1522,66.49,74,35,7.52,scattered clouds
448,Kosh-Agach,RU,50.0,88.6667,30.04,63,25,2.19,scattered clouds
449,Oranjestad,AW,12.524,-70.027,87.75,58,40,20.71,scattered clouds
450,Birjand,IR,32.8663,59.2211,58.33,22,0,6.91,clear sky
451,Cap Malheureux,MU,-19.9842,57.6142,76.46,68,33,8.01,scattered clouds
452,Hit,IQ,33.6416,42.8251,80.37,21,0,5.48,clear sky
453,Ahipara,NZ,-35.1667,173.1667,56.95,92,2,1.07,clear sky
454,Paris,FR,48.8534,2.3488,60.26,86,75,1.01,broken clouds
455,Pontianak,ID,-0.0333,109.3333,80.58,88,20,0.0,few clouds
456,Buchanan,LR,5.8808,-10.0467,80.56,82,77,7.74,light rain
457,Petauke,ZM,-14.2426,31.3253,95.99,13,87,10.83,overcast clouds
458,Kilindoni,TZ,-7.9139,39.6668,81.03,73,5,11.68,clear sky
459,Benghazi,LY,32.1167,20.0667,78.87,47,70,17.36,broken clouds
460,Vitoria,BR,-20.3194,-40.3378,75.06,83,90,17.27,overcast clouds
461,Nawa,IN,27.0167,75.0,75.94,37,0,11.43,clear sky
462,Alofi,NU,-19.0595,-169.9187,67.89,88,20,4.61,few clouds
463,Kisangani,CD,0.5167,25.2,90.81,46,100,2.95,overcast clouds
464,Constitucion,CL,-35.3333,-72.4167,62.96,62,60,14.88,broken clouds
465,Wattegama,LK,6.7989,81.4808,77.02,88,83,1.92,broken clouds
466,Redding,US,40.5865,-122.3917,51.03,93,1,1.01,clear sky
467,Bandarbeyla,SO,9.4942,50.8122,79.43,69,6,9.8,clear sky
468,Pyaozerskiy,RU,65.8333,31.1667,30.58,97,100,9.73,light snow
469,Platteville,US,42.7342,-90.4785,45.28,100,1,13.8,clear sky
470,Benguela,AO,-12.5763,13.4055,79.57,62,68,11.27,broken clouds
471,Dumraon,IN,25.55,84.15,75.52,57,5,4.32,clear sky
472,Guane,CU,22.2025,-84.0875,84.33,77,100,8.55,overcast clouds
473,Sao Filipe,CV,14.8961,-24.4956,79.16,72,99,15.61,overcast clouds
474,Zhezkazgan,KZ,47.8043,67.7144,51.76,39,100,7.52,overcast clouds
475,Vostok,RU,46.4856,135.8833,33.49,77,1,4.97,clear sky
476,Asosa,ET,10.0667,34.5333,76.57,63,78,2.06,broken clouds
477,Kailua,US,21.4022,-157.7394,75.74,73,8,21.3,clear sky
478,Kiama,AU,-34.6833,150.8667,57.58,79,51,3.0,broken clouds
479,Taoudenni,ML,22.6783,-3.9836,97.97,13,95,5.88,overcast clouds
480,Ballina,AU,-28.8667,153.5667,69.98,78,100,6.96,overcast clouds
481,Pringsewu,ID,-5.3582,104.9744,76.12,92,59,5.64,broken clouds
482,Atasu,KZ,48.6814,71.6433,50.05,42,100,5.75,overcast clouds
483,Bonthe,SL,7.5264,-12.505,82.06,76,100,8.16,light rain
484,Tres Arroyos,AR,-38.3739,-60.2798,70.81,31,2,16.42,clear sky
485,Yumen,CN,40.2833,97.2,46.04,35,100,8.7,overcast clouds
486,Shaoguan,CN,24.8,113.5833,60.24,83,15,2.08,few clouds
487,Oistins,BB,13.0667,-59.5333,83.23,68,100,22.32,overcast clouds
488,Magadan,RU,59.5667,150.8,25.5,84,93,7.76,overcast clouds
489,Acapulco,MX,16.8634,-99.8901,73.22,94,90,9.22,overcast clouds
490,Waipawa,NZ,-41.4122,175.5153,57.83,91,48,5.79,scattered clouds
491,Sisimiut,GL,66.9395,-53.6735,17.49,76,6,10.87,clear sky
492,Bati,ET,11.1833,40.0167,77.04,28,54,10.85,broken clouds
493,Calabozo,VE,8.9242,-67.4293,87.42,55,84,9.26,broken clouds
494,Shizunai,JP,42.3339,142.3669,52.11,74,65,8.28,broken clouds
495,Xining,CN,36.6167,101.7667,37.22,86,100,3.91,overcast clouds
496,Half Moon Bay,US,37.4636,-122.4286,57.97,93,75,3.0,mist
497,Reconquista,AR,-29.15,-59.65,80.83,28,0,11.74,clear sky
498,Leshukonskoye,RU,64.8989,45.7622,26.64,91,96,4.12,overcast clouds
499,Dandong,CN,40.1292,124.3947,49.98,82,60,5.08,broken clouds
500,Richards Bay,ZA,-28.783,32.0377,65.37,81,100,8.5,light rain
501,Chapais,CA,49.7834,-74.8492,33.58,75,57,5.68,broken clouds
502,Natal,BR,-5.795,-35.2094,86.65,62,75,19.57,broken clouds
503,Tandil,AR,-37.3217,-59.1332,68.27,41,14,16.06,few clouds
504,Ust-Kuyga,RU,70.0167,135.6,-5.4,100,90,1.16,overcast clouds
505,Kommunar,RU,59.6206,30.39,48.51,82,100,12.68,overcast clouds
506,Valpoi,IN,15.5305,74.1356,75.94,92,100,1.95,light rain
507,Ongandjera,NA,-17.8833,15.0667,95.05,11,2,6.64,clear sky
508,Dingle,PH,10.9995,122.6711,75.63,91,100,4.52,overcast clouds
509,Matli,PK,25.0431,68.6557,83.98,24,0,7.96,clear sky
510,Monchegorsk,RU,67.9397,32.8739,26.51,86,100,2.37,overcast clouds
511,Chiredzi,ZW,-21.05,31.6667,70.95,69,100,9.06,overcast clouds
512,Kosa,RU,59.9445,54.9977,28.63,76,60,7.7,broken clouds
513,Igrim,RU,63.1906,64.4162,29.71,67,100,4.72,overcast clouds
514,Evensk,RU,61.95,159.2333,16.12,92,100,6.33,overcast clouds
515,Tieli,CN,46.95,128.05,42.84,81,79,6.87,broken clouds
516,Troitskoye,RU,52.9821,84.6757,46.22,52,88,7.85,overcast clouds
517,Touros,BR,-5.1989,-35.4608,86.9,55,15,18.01,few clouds
518,Evanston,US,42.0411,-87.6901,50.05,93,90,5.99,light rain
519,Saint-Paul,RE,-21.0096,55.2707,78.91,88,66,6.02,broken clouds
520,Nishihara,JP,26.1842,127.7558,72.68,78,40,9.22,scattered clouds
521,Pyshchug,RU,58.8873,45.7134,30.74,72,100,6.82,overcast clouds
522,Ouegoa,NC,-20.35,164.4333,72.21,77,0,10.63,clear sky
523,La Asuncion,VE,11.0333,-63.8628,80.85,79,100,18.84,overcast clouds
524,Havoysund,NO,70.9963,24.6622,31.08,77,16,17.4,few clouds
525,Segou,ML,13.4317,-6.2157,97.11,26,23,7.65,few clouds
526,Trelew,AR,-43.249,-65.3051,63.55,19,11,30.91,few clouds
527,Beyneu,KZ,45.3167,55.2,59.94,27,100,14.07,overcast clouds
528,Namibe,AO,-15.1961,12.1522,72.86,61,1,13.02,clear sky
529,Vestmanna,FO,62.1564,-7.1664,47.32,93,75,18.41,broken clouds
530,Vila Velha,BR,-20.3297,-40.2925,75.15,83,90,17.27,overcast clouds
531,Bardiyah,LY,31.7561,25.0865,73.4,67,55,11.95,broken clouds
532,El Jicaro,GT,14.9167,-89.9,80.13,89,10,1.9,clear sky
533,Aktau,KZ,43.65,51.2,55.98,75,100,23.49,overcast clouds
534,Kaeo,NZ,-35.1,173.7833,62.33,96,59,2.46,broken clouds
535,Kahului,US,20.8947,-156.47,76.84,86,1,11.5,clear sky
536,Muyezerskiy,RU,63.9333,31.65,31.64,98,100,3.27,overcast clouds
537,Namatanai,PG,-3.6667,152.4333,80.11,76,21,4.16,few clouds
538,Senanga,ZM,-16.1167,23.2667,95.14,23,30,3.2,scattered clouds
539,Eureka,US,40.8021,-124.1637,51.64,95,79,1.99,light rain
540,Kyren,RU,51.6828,102.1408,35.69,62,54,3.8,broken clouds
541,Bocas Del Toro,PA,9.3333,-82.25,90.07,74,89,1.72,overcast clouds
542,Sao Felix Do Xingu,BR,-6.6447,-51.995,93.43,44,99,2.17,overcast clouds
543,Kafue,ZM,-15.7691,28.1814,95.31,19,28,14.16,scattered clouds
544,Durango,MX,24.8333,-104.8333,60.73,49,1,1.7,clear sky
545,Moissala,TD,8.3404,17.7663,92.34,46,87,4.47,overcast clouds
546,Palmer,US,42.1584,-72.3287,54.03,86,90,6.91,overcast clouds
547,Winnemucca,US,40.973,-117.7357,40.1,93,90,12.66,light rain
548,Labuan,MY,5.2767,115.2417,78.96,77,100,8.3,overcast clouds
549,Parthenay,FR,46.6667,-0.4167,59.95,58,100,11.61,overcast clouds
550,Vilhena,BR,-12.7406,-60.1458,76.03,68,100,6.76,overcast clouds
551,Kovdor,RU,67.5662,30.4758,26.11,95,100,8.52,light snow
552,Port Augusta,AU,-32.5,137.7667,55.54,29,0,5.03,clear sky
553,Flinders,AU,-34.5833,150.8552,57.38,79,46,6.87,scattered clouds
554,Odweyne,SO,9.4092,45.064,86.07,23,79,3.71,broken clouds
555,Lithakia,GR,37.7167,20.8333,67.42,72,75,4.61,broken clouds
556,Sambhal,IN,28.5833,78.55,73.33,62,0,7.4,clear sky
557,Gurlan,UZ,41.8447,60.3919,60.87,22,57,7.7,broken clouds
558,Zarubino,RU,42.63,131.0922,51.1,76,2,5.48,clear sky
559,Gambela,ET,8.25,34.5833,85.37,57,99,4.54,overcast clouds
560,Arlit,NE,18.7369,7.3853,101.35,7,0,6.24,clear sky
561,Suntar,RU,62.1444,117.6319,34.72,97,100,8.1,light rain
562,Hinton,CA,53.4001,-117.5857,40.1,88,96,2.39,overcast clouds
563,Xuddur,SO,4.1213,43.8894,86.68,39,87,6.44,overcast clouds
564,Gazli,UZ,40.1333,63.45,62.11,20,95,8.16,overcast clouds
565,Broome,US,42.2506,-75.833,61.21,93,1,1.01,clear sky
566,Waingapu,ID,-9.6567,120.2641,81.64,77,82,4.05,broken clouds
567,Calvinia,ZA,-31.4707,19.776,74.39,13,0,4.41,clear sky
568,La Cruz,MX,23.9167,-106.9,73.49,86,3,3.49,clear sky
569,Elko,US,41.0002,-115.5012,41.74,86,100,3.0,moderate rain
570,Tahe,CN,52.3333,124.7333,34.75,79,88,2.89,overcast clouds
571,Havre-Saint-Pierre,CA,50.2334,-63.5986,42.78,63,8,11.54,clear sky
572,Makinsk,KZ,52.6292,70.4169,43.05,52,100,8.68,overcast clouds
573,Narsaq,GL,60.9167,-46.05,30.42,54,4,2.82,clear sky
574,Kholodnyy,RU,62.7167,147.95,-5.28,98,48,1.95,scattered clouds
575,Mananjary,MG,-21.2167,48.3333,78.17,73,2,10.02,clear sky
576,Zalesovo,RU,53.9939,84.7431,45.18,61,19,9.73,few clouds
577,College,US,64.8569,-147.8028,27.59,91,90,0.0,light snow
578,Huadian,CN,42.9633,126.7478,44.8,81,10,3.02,clear sky
579,Mandalgovi,MN,45.7625,106.2708,34.2,54,0,9.44,clear sky
580,Whitehorse,CA,60.7161,-135.0538,25.02,92,75,0.0,fog
581,Mount Pleasant,US,32.7941,-79.8626,70.0,98,40,1.01,mist
582,Uray,RU,60.1247,64.7758,33.71,80,100,7.65,overcast clouds
583,Brentwood,US,40.7812,-73.2462,69.76,85,90,5.01,overcast clouds
584,Terney,RU,45.0503,136.6092,46.53,63,1,6.13,clear sky
585,Shaunavon,CA,49.6501,-108.4181,38.95,78,100,23.17,overcast clouds
586,Verkhoyansk,RU,67.5447,133.385,-4.16,100,69,1.61,broken clouds
587,San Rafael,AR,-34.6177,-68.3301,82.24,12,0,9.28,clear sky
588,Seoul,KR,37.5683,126.9778,54.84,55,10,2.01,clear sky
589,Mount Darwin,ZW,-16.7725,31.5838,91.98,21,88,12.95,overcast clouds
590,Benidorm,ES,38.5382,-0.131,75.49,91,14,4.59,few clouds
591,Lamu,KE,-2.2717,40.902,82.62,70,84,8.75,broken clouds
592,Aban,RU,56.67,96.06,47.79,73,100,18.1,overcast clouds
593,Hami,CN,42.8,93.45,49.93,32,0,1.16,clear sky
594,Kirovskiy,RU,45.0917,133.5136,43.52,63,10,4.05,clear sky
595,Constantine,DZ,36.365,6.6147,66.0,61,72,12.15,broken clouds
596,Tougue,GN,11.4667,-11.6,83.35,57,87,6.62,light rain
597,Kirakira,SB,-10.4544,161.9205,78.94,84,52,7.27,broken clouds
598,Hofn,IS,64.2539,-15.2082,40.66,64,100,3.38,overcast clouds
599,Wenzhou,CN,27.9994,120.6668,65.88,73,90,1.79,light rain
600,Kalabo,ZM,-14.97,22.6814,92.79,27,96,1.54,light rain
601,Beidao,CN,34.5686,105.8933,49.87,96,100,2.26,light rain
602,Simplicio Mendes,BR,-7.8539,-41.9103,98.6,29,36,6.71,scattered clouds
603,Keti Bandar,PK,24.1447,67.4497,83.39,46,0,9.06,clear sky
604,Tumut,AU,-35.3,148.2167,41.99,84,0,3.6,clear sky
605,San Patricio,US,28.017,-97.5169,80.49,86,16,5.08,few clouds
606,Hirara,JP,24.8,125.2833,76.82,69,26,23.29,scattered clouds
607,Ilulissat,GL,69.2167,-51.1,10.42,61,20,4.61,few clouds
608,Loviisa,FI,60.4566,26.2251,49.23,81,99,16.04,overcast clouds
609,Santa Cruz Del Sur,CU,20.7147,-77.9956,82.98,74,55,1.97,broken clouds
610,Klaksvik,FO,62.2266,-6.589,49.12,85,89,21.21,overcast clouds
611,Awbari,LY,26.5921,12.7805,86.67,19,6,11.03,clear sky
612,Biscarrosse,FR,44.3945,-1.1672,71.53,88,75,8.05,heavy intensity drizzle
613,Plonsk,PL,52.6235,20.3755,55.04,45,89,10.38,overcast clouds
614,Nanakuli,US,21.3906,-158.1547,75.7,73,20,3.44,few clouds
615,Ciudad Bolivar,VE,8.1222,-63.5497,85.6,64,59,9.6,broken clouds
616,Boende,CD,-0.2167,20.8667,82.89,64,100,2.66,overcast clouds
617,Dukat,RU,62.55,155.55,6.13,96,100,3.94,overcast clouds
618,Russell,US,32.3502,-85.1999,69.08,83,75,0.0,broken clouds
619,Los Andes,CL,-32.8337,-70.5983,67.48,15,7,4.99,clear sky
620,Kurchum,KZ,48.5722,83.6542,46.02,44,12,3.02,few clouds
621,Santa Maria,BR,-29.6842,-53.8069,73.63,40,0,6.33,clear sky
622,Iskateley,RU,67.6803,53.1512,20.52,82,59,7.56,broken clouds
623,Severo-Yeniseyskiy,RU,60.3725,93.0408,35.47,97,100,12.06,light rain
624,Uvat,RU,59.1433,68.8953,37.92,88,100,7.7,overcast clouds
625,Port-Gentil,GA,-0.7193,8.7815,78.67,87,99,15.97,moderate rain
626,Murud,IN,18.3258,72.965,77.92,79,4,8.61,moderate rain
627,Morgantown,US,39.6295,-79.9559,72.18,56,20,5.75,few clouds
628,Klyuchi,RU,52.2667,79.1667,47.35,52,70,7.99,broken clouds
629,Afsin,TR,38.2477,36.914,54.39,43,100,10.94,overcast clouds
630,Soyo,AO,-6.1349,12.3689,79.83,76,100,12.84,overcast clouds
631,Santiago Del Estero,AR,-27.7951,-64.2615,86.81,17,0,16.51,clear sky
632,Vila,PT,42.0304,-8.1588,58.33,66,94,4.52,overcast clouds
633,Campoverde,PE,-8.4753,-74.8058,69.49,82,99,7.14,moderate rain
634,Nueva Loja,EC,0.0847,-76.8828,83.68,83,75,3.44,broken clouds
635,Anchorage,US,61.2181,-149.9003,36.19,88,90,1.01,fog
636,Balabac,PH,7.9868,117.0645,81.23,77,88,3.96,overcast clouds
637,Oksfjord,NO,70.2396,22.3479,33.98,92,100,12.08,overcast clouds
638,Capreol,CA,46.706,-80.9225,42.55,89,100,5.99,overcast clouds
639,Chistogorskiy,RU,53.9835,87.3843,44.71,68,86,6.55,overcast clouds
640,Coronel Vivida,BR,-25.9797,-52.5678,70.07,64,33,8.5,scattered clouds
641,Sitges,ES,41.2351,1.8119,74.97,69,0,5.77,clear sky
642,Kayerkan,RU,69.3497,87.7602,21.52,95,100,10.16,light snow
643,Qinzhou,CN,21.95,108.6167,67.93,70,8,4.34,light rain
644,Muriti,TZ,-1.9833,32.9167,77.83,60,51,12.71,broken clouds
645,Saint-Louis,SN,16.3333,-15.0,99.52,21,71,2.46,broken clouds
646,Orange,US,33.7,-117.7675,62.38,87,75,4.61,broken clouds
647,Buraydah,SA,26.326,43.975,87.04,14,0,4.36,clear sky
648,Sackville,CA,45.9188,-64.3846,46.47,69,96,7.25,overcast clouds
649,Sabancuy,MX,18.9667,-91.1833,80.67,81,14,4.88,few clouds
650,Samana,DO,19.2056,-69.3369,84.16,89,20,0.0,few clouds
651,Vaitape,PF,-16.5167,-151.75,78.66,76,100,7.56,overcast clouds
652,Acatlan,MX,20.15,-98.45,59.86,65,92,2.19,overcast clouds
653,Rosarito,MX,32.3333,-117.0333,62.11,88,9,0.11,clear sky
654,Tigil,RU,57.8,158.6667,30.65,87,100,16.49,overcast clouds
655,Billund,DK,55.7335,9.1078,52.32,93,90,8.05,mist
656,Pahalgam,IN,34.0333,75.3333,35.67,74,11,8.14,few clouds
657,Inta,RU,66.0317,60.1659,20.39,96,98,7.07,overcast clouds
658,Fort Nelson,CA,58.8053,-122.7002,30.04,91,100,2.1,overcast clouds
659,Robertsport,LR,6.7533,-11.3686,81.37,75,64,8.99,broken clouds
660,Coquimbo,CL,-29.9533,-71.3436,60.53,77,75,9.22,broken clouds
661,Ewa Beach,US,21.3156,-158.0072,75.69,75,20,8.99,few clouds
662,Menzelinsk,RU,55.7271,53.1026,33.04,66,82,14.94,broken clouds
663,Vestmannaeyjar,IS,63.4427,-20.2734,44.47,84,95,9.33,overcast clouds
664,Mamallapuram,IN,12.6264,80.1722,84.25,70,95,11.9,overcast clouds
665,Patacamaya,BO,-17.2333,-67.9167,54.0,11,0,6.96,clear sky
666,Podgorica,ME,42.4411,19.2636,69.3,19,0,2.3,clear sky
667,Nuuk,GL,64.1835,-51.7216,23.61,46,20,21.85,sand
668,Paragould,US,36.0584,-90.4973,59.83,82,13,15.1,few clouds
669,Gbadolite,CD,4.2833,21.0167,83.98,71,97,3.94,light rain
670,Dwarka,IN,22.2394,68.9678,80.31,47,5,7.81,clear sky
671,Isla Vista,US,34.4133,-119.861,62.01,85,90,13.8,mist
672,Haapiti,PF,-17.5667,-149.8667,73.13,76,84,5.57,broken clouds
673,Sioux Lookout,CA,50.1001,-91.917,30.58,74,100,4.7,overcast clouds
674,Kralendijk,BQ,12.15,-68.2667,85.98,66,20,18.41,few clouds
675,Bandarban,BD,22.1965,92.2262,73.8,90,100,0.54,overcast clouds
676,Teguldet,RU,57.3064,88.1667,44.51,65,40,15.97,scattered clouds
677,Coahuayana,MX,18.7333,-103.6833,81.88,91,100,3.62,overcast clouds
678,Kholtoson,RU,50.2981,103.3097,31.1,60,26,4.14,scattered clouds
679,Jarabacoa,DO,19.1218,-70.6422,78.4,64,7,6.24,clear sky
680,Yar-Sale,RU,66.8333,70.8333,20.46,88,92,7.36,overcast clouds
681,Plettenberg Bay,ZA,-34.0527,23.3716,64.15,71,0,12.35,clear sky
682,Pietersburg,ZA,-23.9045,29.4688,57.6,70,86,17.49,overcast clouds
683,Mayumba,GA,-3.432,10.6554,78.69,84,100,11.12,overcast clouds
684,Wellington,NZ,-41.2866,174.7756,60.46,88,75,1.01,broken clouds
685,Tankara,IN,22.6667,70.7333,83.26,32,0,7.0,clear sky
686,Raudeberg,NO,61.9875,5.1352,52.2,92,81,8.99,broken clouds
687,Sao Joao Da Ponte,BR,-15.9292,-44.0078,84.2,52,100,6.73,overcast clouds
688,Mayskiy,RU,47.6931,40.1025,46.44,36,5,8.37,clear sky
689,Rio De Janeiro,BR,-22.9028,-43.2075,74.91,83,75,6.91,broken clouds
690,Beoumi,CI,7.6736,-5.5764,78.15,83,98,4.09,overcast clouds
691,Macia,MZ,-25.0269,33.0989,66.16,95,100,9.57,light rain
692,Nelson Bay,AU,-32.7167,152.15,64.0,73,94,1.01,overcast clouds
693,Shumikha,RU,55.2261,63.2961,39.79,81,100,2.44,overcast clouds
694,Zhengjiatun,CN,43.5064,123.5064,48.85,79,7,10.63,clear sky
695,Wagga Wagga,AU,-35.1167,147.3667,43.21,87,0,0.0,clear sky
696,Prachuap Khiri Khan,TH,12.2167,99.75,72.63,92,50,2.48,scattered clouds
697,Sembakung,ID,3.8167,117.25,82.33,97,16,1.57,few clouds
698,Ostersund,SE,63.1792,14.6357,46.85,81,54,5.75,broken clouds
